valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
"VALLEDUPAR La Gloria Cesar ,",VALLEDUPAR LA GLORIA CESAR,VALLEDUPAR LA GLORIA CESAR,VALLEDUPAR LA GLORIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,70.67,20383,LA GLORIA,CESAR,66.07,86865,VALLE DEL GUAMUEZ,PUTUMAYO,54.05
VALLEDUPAR SMTTV / 8796,VALLEDUPAR SMTTV 8796,VALLEDUPAR SMTTV 8796,VALLEDUPAR SMTTV 8796,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,64.52,68855,VALLE DE SAN JOSÉ,SANTANDER,47.37,73854,VALLE DE SAN JUAN,TOLIMA,47.37
VALLEDU´PAR,VALLEDU PAR,VALLEDU PAR,VALLEDU PAR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,95.24,68855,VALLE DE SAN JOSÉ,SANTANDER,57.14,73854,VALLE DE SAN JUAN,TOLIMA,57.14
VALPARAISO,VALPARAISO,VALPARAISO,VALPARAISO,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5856,VALPARAÍSO,ANTIOQUIA,100.00,18860,VALPARAÍSO,CAQUETÁ,100.00,73026,ALVARADO,TOLIMA,66.67
VEGA,VEGA,VEGA,VEGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19397,LA VEGA,CAUCA,72.73,25402,LA VEGA,CUNDINAMARCA,72.73,5858,VEGACHÍ,ANTIOQUIA,72.73
"VEGA , CUNDINAMARCA",VEGA CUNDINAMARCA,VEGA CUNDINAMARCA,VEGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25402,LA VEGA,CUNDINAMARCA,76.73,25862,VERGARA,CUNDINAMARCA,76.73,19397,LA VEGA,CAUCA,72.73
VEGA CUNDINAMARCA,VEGA CUNDINAMARCA,VEGA CUNDINAMARCA,VEGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25402,LA VEGA,CUNDINAMARCA,76.73,25862,VERGARA,CUNDINAMARCA,76.73,19397,LA VEGA,CAUCA,72.73
VERSALLES VALLE,VERSALLES VALLE,VERSALLES VALLE,VERSALLES VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76863,VERSALLES,VALLE DEL CAUCA,75.00,25368,JERUSALÉN,CUNDINAMARCA,50.00,15407,VILLA DE LEYVA,BOYACÁ,48.28
VICTORIA VALLE,VICTORIA VALLE,VICTORIA VALLE,VICTORIA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17867,VICTORIA,CALDAS,72.73,15401,LA VICTORIA,BOYACÁ,64.00,76403,LA VICTORIA,VALLE DEL CAUCA,64.00
VIILA DEL ROSARIO,VIILA DEL ROSARIO,VIILA DEL ROSARIO,VIILA DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,94.12,13030,ALTOS DEL ROSARIO,BOLÍVAR,76.47,52256,EL ROSARIO,NARIÑO,74.07
VIILA DEL ROSARIO NORTE DE SANTANDER,VIILA DEL ROSARIO NORTE DE SANTANDER,VIILA DEL ROSARIO NORTE DE SANTANDER,VIILA DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,98.12,13030,ALTOS DEL ROSARIO,BOLÍVAR,76.47,52256,EL ROSARIO,NARIÑO,74.07
VIJES VALLE,VIJES VALLE,VIJES VALLE,VIJES VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76863,VERSALLES,VALLE DEL CAUCA,70.00,76869,VIJES,VALLE DEL CAUCA,62.50,73622,RONCESVALLES,TOLIMA,60.87
VILA DEL ROSARIO,VILA DEL ROSARIO,VILA DEL ROSARIO,VILA DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,96.97,13030,ALTOS DEL ROSARIO,BOLÍVAR,78.79,52256,EL ROSARIO,NARIÑO,76.92
VILAL DEL ROSARIO,VILAL DEL ROSARIO,VILAL DEL ROSARIO,VILAL DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,94.12,13030,ALTOS DEL ROSARIO,BOLÍVAR,82.35,52256,EL ROSARIO,NARIÑO,74.07
VILLA DE LEIVA,VILLA DE LEIVA,VILLA DE LEIVA,VILLA DE LEIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15407,VILLA DE LEYVA,BOYACÁ,92.86,17272,FILADELFIA,CALDAS,66.67,19845,VILLA RICA,CAUCA,66.67
VILLA DE LEIVA - BOYACÁ,VILLA DE LEIVA BOYACA,VILLA DE LEIVA BOYACA,VILLA DE LEIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15407,VILLA DE LEYVA,BOYACÁ,96.86,17272,FILADELFIA,CALDAS,66.67,19845,VILLA RICA,CAUCA,66.67
VILLA DE ROSARIO NORTE DE SANTANDER,VILLA DE ROSARIO NORTE DE SANTANDER,VILLA DE ROSARIO NORTE DE SANTANDER,VILLA DE ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,100.00,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73,73870,VILLAHERMOSA,TOLIMA,71.43
VILLA DEL ROSARIO NORTE DE SANTANDERÇ,VILLA DEL ROSARIO NORTE DE SANTANDERC,VILLA DEL ROSARIO NORTE DE SANTANDERC,VILLA DEL ROSARIO NORTE DE SANTANDERC,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,62.96,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,62.50,54553,PUERTO SANTANDER,NORTE DE SANTANDER,49.06
VILLA DELROSARIO,VILLA DELROSARIO,VILLA DELROSARIO,VILLA DELROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,96.97,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73,73870,VILLAHERMOSA,TOLIMA,71.43
VILLA DER ROSARIO,VILLA DER ROSARIO,VILLA DER ROSARIO,VILLA DER ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,94.12,13030,ALTOS DEL ROSARIO,BOLÍVAR,70.59,73870,VILLAHERMOSA,TOLIMA,68.97
VILLA GARZON PUTUMAYO,VILLA GARZON PUTUMAYO,VILLA GARZON PUTUMAYO,VILLA GARZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86885,VILLAGARZÓN,PUTUMAYO,99.65,54871,VILLA CARO,NORTE DE SANTANDER,81.82,25873,VILLAPINZÓN,CUNDINAMARCA,69.57
VILLA PINZON,VILLA PINZON,VILLA PINZON,VILLA PINZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25873,VILLAPINZÓN,CUNDINAMARCA,95.65,47258,EL PIÑÓN,MAGDALENA,70.00,86885,VILLAGARZÓN,PUTUMAYO,69.57
VILLA ROSARIO,VILLA ROSARIO,VILLA ROSARIO,VILLA ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,86.67,52256,EL ROSARIO,NARIÑO,78.26,73870,VILLAHERMOSA,TOLIMA,72.00
VILLA Rosario Norte de Santander,VILLA ROSARIO NORTE DE SANTANDER,VILLA ROSARIO NORTE DE SANTANDER,VILLA ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,90.67,52256,EL ROSARIO,NARIÑO,78.26,54871,VILLA CARO,NORTE DE SANTANDER,73.57
VILLA VICENCIO,VILLA VICENCIO,VILLA VICENCIO,VILLA VICENCIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50001,VILLAVICENCIO,META,96.30,54871,VILLA CARO,NORTE DE SANTANDER,66.67,19845,VILLA RICA,CAUCA,66.67
VILLA VIEJA HUILA,VILLA VIEJA HUILA,VILLA VIEJA HUILA,VILLA VIEJA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41872,VILLAVIEJA,HUILA,99.24,19845,VILLA RICA,CAUCA,76.19,5376,LA CEJA,ANTIOQUIA,66.67
VILLACARO NORTE DE SANTANDER,VILLACARO NORTE DE SANTANDER,VILLACARO NORTE DE SANTANDER,VILLACARO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54871,VILLA CARO,NORTE DE SANTANDER,98.74,86885,VILLAGARZÓN,PUTUMAYO,80.00,19845,VILLA RICA,CAUCA,73.68
VILLADEL ROSARIO,VILLADEL ROSARIO,VILLADEL ROSARIO,VILLADEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,96.97,52256,EL ROSARIO,NARIÑO,76.92,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73
VILLANUEVA,VILLANUEVA,VILLANUEVA,VILLANUEVA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,13873,VILLANUEVA,BOLÍVAR,100.00,44874,VILLANUEVA,LA GUAJIRA,100.00,68872,VILLANUEVA,SANTANDER,100.00
VILLANUEVA CESAR,VILLANUEVA CESAR,VILLANUEVA CESAR,VILLANUEVA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,13873,VILLANUEVA,BOLÍVAR,100.00,44874,VILLANUEVA,LA GUAJIRA,100.00,68872,VILLANUEVA,SANTANDER,100.00
VILLANUEVA-CASANARES,VILLANUEVA CASANARES,VILLANUEVA CASANARES,VILLANUEVA CASANARES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13873,VILLANUEVA,BOLÍVAR,66.67,44874,VILLANUEVA,LA GUAJIRA,66.67,68872,VILLANUEVA,SANTANDER,66.67
VILLARMARÍA CALDAS,VILLARMARIA CALDAS,VILLARMARIA CALDAS,VILLARMARIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17873,VILLAMARÍA,CALDAS,99.24,73873,VILLARRICA,TOLIMA,85.71,19845,VILLA RICA,CAUCA,76.19
VILLETA CUNDINAMRCA,VILLETA CUNDINAMRCA,VILLETA CUNDINAMRCA,VILLETA CUNDINAMRCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54871,VILLA CARO,NORTE DE SANTANDER,62.07,19845,VILLA RICA,CAUCA,62.07,17873,VILLAMARÍA,CALDAS,55.17
VILLETA CUNDINARCA,VILLETA CUNDINARCA,VILLETA CUNDINARCA,VILLETA CUNDINARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54871,VILLA CARO,NORTE DE SANTANDER,64.29,19845,VILLA RICA,CAUCA,64.29,17873,VILLAMARÍA,CALDAS,57.14
VIRGINIA,VIRGINIA,VIRGINIA,VIRGINIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66400,LA VIRGINIA,RISARALDA,84.21,5411,LIBORINA,ANTIOQUIA,62.50,85430,TRINIDAD,CASANARE,62.50
VIRGINIA - RISARALDA,VIRGINIA RISARALDA,VIRGINIA RISARALDA,VIRGINIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66400,LA VIRGINIA,RISARALDA,88.21,5411,LIBORINA,ANTIOQUIA,62.50,85430,TRINIDAD,CASANARE,62.50
VIRGINIA RISARALDA,VIRGINIA RISARALDA,VIRGINIA RISARALDA,VIRGINIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66400,LA VIRGINIA,RISARALDA,88.21,5411,LIBORINA,ANTIOQUIA,62.50,85430,TRINIDAD,CASANARE,62.50
VISTA HERMOSA ( META,VISTA HERMOSA META,VISTA HERMOSA META,VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50711,VISTAHERMOSA,META,100.00,73870,VILLAHERMOSA,TOLIMA,80.00,13683,SANTA ROSA,BOLÍVAR,69.57
VISTA HERMOSA ( META ),VISTA HERMOSA META,VISTA HERMOSA META,VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50711,VISTAHERMOSA,META,100.00,73870,VILLAHERMOSA,TOLIMA,80.00,13683,SANTA ROSA,BOLÍVAR,69.57
VISTA HERMOSA META,VISTA HERMOSA META,VISTA HERMOSA META,VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50711,VISTAHERMOSA,META,100.00,73870,VILLAHERMOSA,TOLIMA,80.00,13683,SANTA ROSA,BOLÍVAR,69.57
"VISTA HERMOSA, META",VISTA HERMOSA META,VISTA HERMOSA META,VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50711,VISTAHERMOSA,META,100.00,73870,VILLAHERMOSA,TOLIMA,80.00,13683,SANTA ROSA,BOLÍVAR,69.57
Valle del Guamuez  La Hormiga,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,75.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez  La Hormiga   Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez  La Hormiga - Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez ( La Hormiga,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,75.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez ( La Hormiga ),VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,75.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez ( La Hormiga ) - Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez ( La Hormiga ) – Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez ( La Hormiga),VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,75.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez La Hormiga  - Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
Valle del Guamuez La Hormiga  Putumayo,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA PUTUMAYO,VALLE DEL GUAMUEZ LA HORMIGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86865,VALLE DEL GUAMUEZ,PUTUMAYO,79.56,68855,VALLE DE SAN JOSÉ,SANTANDER,48.89,73854,VALLE DE SAN JUAN,TOLIMA,48.89
"Valledupar , veintitrés",VALLEDUPAR VEINTITRES,VALLEDUPAR VEINTITRES,VALLEDUPAR VEINTITRES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,64.52,5856,VALPARAÍSO,ANTIOQUIA,51.61,18860,VALPARAÍSO,CAQUETÁ,51.61
Venecia,VENECIA,VENECIA,VENECIA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5861,VENECIA,ANTIOQUIA,100.00,25506,VENECIA,CUNDINAMARCA,100.00,23855,VALENCIA,CÓRDOBA,80.00
Vijes  Valle,VIJES VALLE,VIJES VALLE,VIJES VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76863,VERSALLES,VALLE DEL CAUCA,70.00,76869,VIJES,VALLE DEL CAUCA,62.50,73622,RONCESVALLES,TOLIMA,60.87
Vijes - Valle,VIJES VALLE,VIJES VALLE,VIJES VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76863,VERSALLES,VALLE DEL CAUCA,70.00,76869,VIJES,VALLE DEL CAUCA,62.50,73622,RONCESVALLES,TOLIMA,60.87
Vildel del Rosario,VILDEL DEL ROSARIO,VILDEL DEL ROSARIO,VILDEL DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,91.43,13030,ALTOS DEL ROSARIO,BOLÍVAR,74.29,52256,EL ROSARIO,NARIÑO,71.43
Vill VILLA DEL ROSARIO - NORTE DE SANTANDER,VILL VILLA DEL ROSARIO NORTE DE SANTANDER,VILL VILLA DEL ROSARIO NORTE DE SANTANDER,VILL VILLA DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,91.18,13030,ALTOS DEL ROSARIO,BOLÍVAR,66.67,52256,EL ROSARIO,NARIÑO,62.50
Villa de Rosario,VILLA DE ROSARIO,VILLA DE ROSARIO,VILLA DE ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,96.97,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73,73870,VILLAHERMOSA,TOLIMA,71.43
"Villa de Rosario ,",VILLA DE ROSARIO,VILLA DE ROSARIO,VILLA DE ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,96.97,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73,73870,VILLAHERMOSA,TOLIMA,71.43
Villa de Rosario NTE DE SANTANDER,VILLA DE ROSARIO NTE DE SANTANDER,VILLA DE ROSARIO NTE DE SANTANDER,VILLA DE ROSARIO NTE DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,80.00,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,64.00,13030,ALTOS DEL ROSARIO,BOLÍVAR,60.00
Villa del Rosario - Norte de S,VILLA DEL ROSARIO NORTE DE S,VILLA DEL ROSARIO NORTE DE S,VILLA DEL ROSARIO NORTE DE S,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,75.56,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,61.82,13030,ALTOS DEL ROSARIO,BOLÍVAR,57.78
Villa del Rosario de Norte de Santander,VILLA DEL ROSARIO DE NORTE DE SANTANDER,VILLA DEL ROSARIO DE NORTE DE SANTANDER,VILLA DEL ROSARIO DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,95.89,13030,ALTOS DEL ROSARIO,BOLÍVAR,70.27,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,68.09
Villa del Rosario de Santander,VILLA DEL ROSARIO DE SANTANDER,VILLA DEL ROSARIO DE SANTANDER,VILLA DEL ROSARIO DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,91.89,13030,ALTOS DEL ROSARIO,BOLÍVAR,70.27,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,68.09
Villa del del Rosario,VILLA DEL DEL ROSARIO,VILLA DEL DEL ROSARIO,VILLA DEL DEL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,89.47,13030,ALTOS DEL ROSARIO,BOLÍVAR,68.42,52256,EL ROSARIO,NARIÑO,64.52
Villa delRosario Norte de Santander,VILLA DELROSARIO NORTE DE SANTANDER,VILLA DELROSARIO NORTE DE SANTANDER,VILLA DELROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,100.00,13030,ALTOS DEL ROSARIO,BOLÍVAR,72.73,73870,VILLAHERMOSA,TOLIMA,71.43
Villa garzón - Putumayo,VILLA GARZON PUTUMAYO,VILLA GARZON PUTUMAYO,VILLA GARZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86885,VILLAGARZÓN,PUTUMAYO,99.65,54871,VILLA CARO,NORTE DE SANTANDER,81.82,25873,VILLAPINZÓN,CUNDINAMARCA,69.57
Villacaro,VILLACARO,VILLACARO,VILLACARO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54871,VILLA CARO,NORTE DE SANTANDER,94.74,86885,VILLAGARZÓN,PUTUMAYO,80.00,19845,VILLA RICA,CAUCA,73.68
Villagarzón - Putumayo MOCOA,VILLAGARZON PUTUMAYO MOCOA,VILLAGARZON PUTUMAYO MOCOA,VILLAGARZON MOCOA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86885,VILLAGARZÓN,PUTUMAYO,82.57,73870,VILLAHERMOSA,TOLIMA,62.07,54871,VILLA CARO,NORTE DE SANTANDER,59.26
Vista Hermosa,VISTA HERMOSA,VISTA HERMOSA,VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50711,VISTAHERMOSA,META,96.00,73870,VILLAHERMOSA,TOLIMA,80.00,13683,SANTA ROSA,BOLÍVAR,69.57
YINNA PAOLA UBAQUE CORDOBA,YINNA PAOLA UBAQUE CORDOBA,YINNA PAOLA UBAQUE CORDOBA,YINNA PAOLA UBAQUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15810,TIPACOQUE,BOYACÁ,51.85,13442,MARÍA LA BAJA,BOLÍVAR,51.61,25841,UBAQUE,CUNDINAMARCA,50.00
YONDÓ AN,YONDO AN,YONDO AN,YONDO AN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5893,YONDÓ,ANTIOQUIA,76.92,15621,RONDÓN,BOYACÁ,71.43,73349,HONDA,TOLIMA,61.54
YONDÓ ANTIOQUIA OTM - 1300.1-2023,YONDO ANTIOQUIA OTM 1300 1 2023,YONDO ANTIOQUIA OTM 1300 1 2023,YONDO OTM 1300 1 2023,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5893,YONDÓ,ANTIOQUIA,42.46,27205,CONDOTO,CHOCÓ,35.71,15761,SOMONDOCO,BOYACÁ,33.33
YONDÓ ANTIOQUIO,YONDO ANTIOQUIO,YONDO ANTIOQUIO,YONDO ANTIOQUIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,61.11,27205,CONDOTO,CHOCÓ,54.55,73675,SAN ANTONIO,TOLIMA,53.85
YONDÓ Anioquia,YONDO ANIOQUIA,YONDO ANIOQUIA,YONDO ANIOQUIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,62.86,15469,MONIQUIRÁ,BOYACÁ,60.87,5893,YONDÓ,ANTIOQUIA,52.63
YONDÓ Antioqui,YONDO ANTIOQUI,YONDO ANTIOQUI,YONDO ANTIOQUI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,62.86,27205,CONDOTO,CHOCÓ,57.14,73675,SAN ANTONIO,TOLIMA,56.00
YOTOCO VALLE,YOTOCO VALLE,YOTOCO VALLE,YOTOCO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76890,YOTOCO,VALLE DEL CAUCA,66.67,73622,RONCESVALLES,TOLIMA,58.33,15215,CORRALES,BOYACÁ,50.00
YUMBO - VALLE,YUMBO VALLE,YUMBO VALLE,YUMBO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76892,YUMBO,VALLE DEL CAUCA,62.50,52227,CUMBAL,NARIÑO,58.82,13473,MORALES,BOLÍVAR,55.56
YUMBO VALLE,YUMBO VALLE,YUMBO VALLE,YUMBO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76892,YUMBO,VALLE DEL CAUCA,62.50,52227,CUMBAL,NARIÑO,58.82,13473,MORALES,BOLÍVAR,55.56
YUMBO VALLLE,YUMBO VALLLE,YUMBO VALLLE,YUMBO VALLLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76892,YUMBO,VALLE DEL CAUCA,58.82,52227,CUMBAL,NARIÑO,55.56,13473,MORALES,BOLÍVAR,52.63
YUMBO-VALLE,YUMBO VALLE,YUMBO VALLE,YUMBO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76892,YUMBO,VALLE DEL CAUCA,62.50,52227,CUMBAL,NARIÑO,58.82,13473,MORALES,BOLÍVAR,55.56
