"DM_INSTITUCION_COD_INSTITUCION","NOMBRE","CCB_NIT_INST","ORDEN","SUBORDEN","NIVEL_INSTITUCION","CLASIFICACION_ORGANICA","SECTOR","NATURALEZA_JURIDICA","TIPO_INSTITUCION","IDMUNICIPIO","MUNICIPIO","IDDEPARTAMENTO","DEPARTAMENTO","DIRECCION","FAX","EMAIL","CCB_TELEFONO","CCB_PAGINA_WEB","LONGITUD","LATITUD","ESTADO_INS","NOMBRE_REPRESENTANTE","CARGO_REPRESENTANTE"
"5154","PERSONERIA DE CISNEROS","890910913","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","190","CISNEROS","5","ANTIOQUIA","{""bis"":false,""complemento"":""Carrera 20 #20 37            "",""direccionGenerada"":""Carrera 20 #20 37""}",,,"8831567","http://www.cisneros-antioquia.gov.co","-75,087067","6,538376","ACTIVA",,
"5048","PERSONERIA DE CONSACA","800019000","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","207","CONSACÁ","52","NARIÑO","{""bis"":false,""complemento"":""Calle 2 # 6 - Parque Principal "",""direccionGenerada"":""Calle 2 # 6 - Parque Principal""}",,,"7423294","http://www.consaca-narino.gov.co","-77,465658","1,207624","ACTIVA",,
"5051","PERSONERIA DE CORDOBA -- CORDOBA, BOLIVAR","806011677","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","212","CÓRDOBA","13","BOLÍVAR","{""bis"":false,""complemento"":""Avenida Amaranto Villamil, Calle 3 Nº 2-07, Palacio Municipal "",""direccionGenerada"":""Avenida Amaranto Villamil, Calle 3 Nº 2-07, Palacio Municipal""}",,,"4859071","http://www.cordoba-bolivar.gov.co","-74,827141","9,586792","ACTIVA",,
"5063","PERSONERIA DE CURUMANI","824002071","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","228","CURUMANÍ","20","CESAR","{""bis"":false,""complemento"":""Carrera 16 # 7-41 "",""direccionGenerada"":""Carrera 16 # 7-41""}",,,"5750094","http://www.curumani-cesar.gov.co","-73,542566","9,201062","ACTIVA",,
"5067","PERSONERIA DE EL PEÑON -- EL PEÑON, BOLIVAR","806001439","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","268","EL PEÑÓN","13","BOLÍVAR","{""bis"":false,""complemento"":""Calle 5 # 11-28  "",""direccionGenerada"":""Calle 5 # 11-28""}",,,"3135011307","http://www.elpenon-bolivar.gov.co","-73,94978","8,989142","ACTIVA",,
"5140","PERSONERIA DE CHAMEZA","844004808","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","15","CHÁMEZA","85","CASANARE","{""bis"":false,""complemento"":""Oficina de Personería - Palacio Municipal - Barrio Centro - Chámeza, Casanare "",""direccionGenerada"":""Oficina de Personería - Palacio Municipal - Barrio Centro - Chámeza, Casanare""}",,,"3123906824","http://www.chameza-casanare.gov.co","-72,869955","5,213461","ACTIVA",,
"5197","PERSONERIA DE EL ROSAL","832006156","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","260","EL ROSAL","25","CUNDINAMARCA","{""bis"":false,""complemento"":""KRA 6 N° 7-40 EL ROSAL CUNDINAMARCA "",""direccionGenerada"":""KRA 6 N° 7-40 EL ROSAL CUNDINAMARCA""}",,,"8240782","http://www.elrosal-cundinamarca.gov.co","-74,264824","4,85225","ACTIVA",,
"5016","PERSONERIA DE CEPITA","890204699","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","160","CEPITÁ","68","SANTANDER","{""bis"":false,""complemento"":""Calle 3 N° 2-03 segundo piso Palacio Municipal "",""direccionGenerada"":""Calle 3 N° 2-03 segundo piso Palacio Municipal""}",,,"6569093","http://www.cepita-santander.gov.co","-72,97241","6,75389","ACTIVA",,
"5060","PERSONERIA DE CUMARIBO","842000017","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","773","CUMARIBO","99","VICHADA","{""bis"":false,""complemento"":""Calle 8 Nº 13-37 Barrio el Centro (Parque Alcaldia) "",""direccionGenerada"":""Calle 8 Nº 13-37 Barrio el Centro (Parque Alcaldia)""}",,,"3105590469","http://cumaribo-vichada.gov.co","-69,798685","4,444497","ACTIVA",,
"5037","PERSONERIA DE CIENAGA  (MAGD)","891780043","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","189","CIÉNAGA","47","MAGDALENA","{""bis"":false,""complemento"":""COLISEO CUBIERTO DE CIENAGA "",""direccionGenerada"":""COLISEO CUBIERTO DE CIENAGA""}",,,"4100087","http://www.cienaga-magdalena.gov.co","-74,248926","11,007984","ACTIVA",,
"5046","PERSONERIA DE CONDOTO","891680057","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","205","CONDOTO","27","CHOCÓ","{""bis"":false,""complemento"":""Cra 3 No 6-52 B/ comercio "",""direccionGenerada"":""Cra 3 No 6-52 B/ comercio""}",,,"6798007","http://www.condoto-choco.gov.co","-76,652079","5,089546","ACTIVA",,
"5151","PERSONERIA DE CHIRIGUANA","824002061","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","178","CHIRIGUANÁ","20","CESAR","{""bis"":false,""complemento"":""Calle 7 No. 5-35 "",""direccionGenerada"":""Calle 7 No. 5-35""}",,,"5760290","http://www.chiriguana-cesar.gov.co","-73,5997","9,361464","ACTIVA",,
"5112","PERSONERIA DE BOLIVAR -- BOLIVAR, VALLE DEL CAUCA","821000486","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","100","BOLÍVAR","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Cra. 4 No. 4 - 44 Plaza Principal "",""direccionGenerada"":""Cra. 4 No. 4 - 44 Plaza Principal""}",,,"2224166","http://bolivar-valle.gov.co","-76,186763","4,338626","ACTIVA",,
"5057","PERSONERIA DE CUBARRAL","892000812","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","223","CUBARRAL","50","META","{""bis"":false,""complemento"":""Carrera 9 No 8-12 segundo piso "",""direccionGenerada"":""Carrera 9 No 8-12 segundo piso""}",,,"6763188","http://www.cubarral-meta.gov.co","-73,839793","3,794382","ACTIVA",,
"5175","PERSONERIA DE CUCUTILLA","800013237","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","223","CUCUTILLA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Edificio Comunitario, 2 piso barrio Sogamoso, Cucutilla. "",""direccionGenerada"":""Edificio Comunitario, 2 piso barrio Sogamoso, Cucutilla.""}",,,"3203429148","http://cucutilla-nortedesantander.gov.co","-72,77228","7,539403","ACTIVA",,
"5123","PERSONERIA DE CAICEDONIA","821001668","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","122","CAICEDONIA","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Carrera 16 Calle 8a Esquina Edificio CAM Piso 4 "",""direccionGenerada"":""Carrera 16 Calle 8a Esquina Edificio CAM Piso 4""}",,,"2165969","http://www.caicedonia-valle.gov.co","-75,827107","4,332913","ACTIVA",,
"5181","PERSONERIA DE DIBULLA","825000243","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","90","DIBULLA","44","LA GUAJIRA","{""bis"":false,""complemento"":""Calle 6 No. 9-20 "",""direccionGenerada"":""Calle 6 No. 9-20""}",,,"301533414","http://www.dibulla-laguajira.gov.co","-73,309337","11,272426","ACTIVA",,
"5103","PERSONERIA DE BARRANCO DE LOBA","900258499","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","74","BARRANCO DE LOBA","13","BOLÍVAR","{""bis"":false,""complemento"":""Cr.12 No. 15-20 Calle de la Iglesia "",""direccionGenerada"":""Cr.12 No. 15-20 Calle de la Iglesia""}",,,"3114057704","http://www.barrancodeloba-bolivar.gov.co","-74,11248","8,94862","ACTIVA",,
"5866","PERSONERIA DE ROBERTO PAYAN","800099132","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","621","ROBERTO PAYÁN","52","NARIÑO","{""bis"":false,""complemento"":""Palacio Municipal - San Jose - Municipio "",""direccionGenerada"":""Palacio Municipal - San Jose - Municipio""}",,,"7228328","http://www.robertopayan-narino.gov.co","-78,338707","1,908823","ACTIVA",,
"5012","PERSONERIA DE CARTAGO","891900493","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","147","CARTAGO","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""CAM Centro de Administración "",""direccionGenerada"":""CAM Centro de Administración""}",,,"2114101","http://www.cartago.gov.co","-75,88550222","4,754315961","ACTIVA",,
"5014","PERSONERIA DE CASTILLA LA NUEVA","800098190","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","150","CASTILLA LA NUEVA","50","META","{""bis"":false,""complemento"":""Calle 6 # 8-10 Centro "",""direccionGenerada"":""Calle 6 # 8-10 Centro""}",,,"6750075","http://www.castillalanueva-meta.gov.co","-73,690164","3,827834","ACTIVA",,
"5114","PERSONERIA DE BOYACA","820001872","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","104","BOYACÁ","15","BOYACÁ","{""bis"":false,""complemento"":""Cra. 4 No. 4-36 "",""direccionGenerada"":""Cra. 4 No. 4-36""}",,,"7375097","http://www.boyaca-boyaca.gov.co/Personeria.shtml","-73,362003","5,454511","ACTIVA",,
"5096","PERSONERIA DE ASTREA","892301541","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","32","ASTREA","20","CESAR","{""bis"":false,""complemento"":""Alcaldia Municipal Primer Piso "",""direccionGenerada"":""Alcaldia Municipal Primer Piso""}",,,"5260088","http://www.astrea-cesar.gov.co","-73,976122","9,496125","ACTIVA",,
"5188","PERSONERIA DE EL GUAMO BOLIVAR","806006984","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","248","EL GUAMO","13","BOLÍVAR","{""bis"":false,""complemento"":""Calle Santander, Plaza Principal No 20A Palacio Municipal. "",""direccionGenerada"":""Calle Santander, Plaza Principal No 20A Palacio Municipal.""}",,,"6395111","http://www.elguamo-bolivar.gov.co","-74,97611","10,031243","ACTIVA",,
"5072","PERSONERIA DE AGUAZUL","891855200","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","10","AGUAZUL","85","CASANARE","{""bis"":false,""complemento"":""Cra 12 N 10-36 Palacio Municipal "",""direccionGenerada"":""Cra 12 N 10-36 Palacio Municipal""}",,,"6382508","http://aguazul-casanare.gov.co","-72,550819","5,170847","ACTIVA",,
"5133","PERSONERIA DE CAQUEZA","832003721","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","151","CÁQUEZA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 2 NO.4-30 "",""direccionGenerada"":""Calle 2 NO.4-30""}",,,"8480958","http://caqueza-cundinamarca.gov.co","-73,946686","4,405637","ACTIVA",,
"5170","PERSONERIA DE COTA","899999705","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","214","COTA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Carrera 5  12 - 80 "",""direccionGenerada"":""Carrera 5  12 - 80""}",,,"8640268","http://www.personeria-cota.gov.co","-74,103121","4,809271","ACTIVA",,
"5024","PERSONERIA DE CHIMICHAGUA","892300815","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","175","CHIMICHAGUA","20","CESAR","{""bis"":false,""complemento"":""Calle 5a Nº 2-68 "",""direccionGenerada"":""Calle 5a Nº 2-68""}",,,"5280165","http://www.chimichagua-cesar.gov.co","-73,812877","9,257143","ACTIVA",,
"5709","PERSONERIA DE LOS PALMITOS","823000357","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","418","LOS PALMITOS","70","SUCRE","{""bis"":false,""complemento"":""carrera 12 No 06-06 "",""direccionGenerada"":""carrera 12 No 06-06""}",,,"2922188","http://www.lospalmitos-sucre.gov.co","-75,27095","9,380494","ACTIVA",,
"5146","PERSONERIA DE CHINAVITA","820001526","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","172","CHINAVITA","15","BOYACÁ","{""bis"":false,""complemento"":""CALLE 4 N° 3 -28 "",""direccionGenerada"":""CALLE 4 N° 3 -28""}",,,"7524084","http://www.chinavita-boyaca.gov.co","-73,36877","5,166615","ACTIVA",,
"5222","PERSONERIA DE FRESNO","809004286","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","283","FRESNO","73","TOLIMA","{""bis"":false,""complemento"":""Cra 7  No 3-28 Edificio Alcaldia Piso 2 Frente al Concejo Municipal. "",""direccionGenerada"":""Cra 7  No 3-28 Edificio Alcaldia Piso 2 Frente al Concejo Municipal.""}",,,"2580868","http://www.fresno-tolima.gov.co","-75,03631","5,153793","ACTIVA",,
"5066","PERSONERIA DE BOAVITA","891856294","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","97","BOAVITA","15","BOYACÁ","{""bis"":""false"",""complemento"":""Calle 5 # 7-02 Primer Piso"",""direccionGenerada"":""Calle 5 # 7-02 Primer Piso""}",,,"(+57 8) 7885310","http://www.boavita-boyaca.gov.co/Personeria.shtml","-72,583418","6,331521","ACTIVA",,
"5185","PERSONERIA DE EL CARMEN DE BOLIVAR","806002302","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","244","EL CARMEN DE BOLÍVAR","13","BOLÍVAR","{""bis"":false,""complemento"":""CALLE 24 CARRERA 49 PALACIO MUNICIPAL "",""direccionGenerada"":""CALLE 24 CARRERA 49 PALACIO MUNICIPAL""}",,,"3006786175","http://www.elcarmen-bolivar.gov.co","-75,115733","9,721064","ACTIVA",,
"5003","PERSONERIA DE CANTAGALLO","800253526","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","160","CANTAGALLO","13","BOLÍVAR","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,"6208527","http://www.catagallo-bolivar.gov.co","-73,919121","7,38153","ACTIVA",,
"5221","PERSONERIA DE FOSCA","832002810","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","281","FOSCA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""CALLE 3 N 1-20 "",""direccionGenerada"":""CALLE 3 N 1-20""}",,,"8490001","http://www.fosca-cundinamarca.gov.co","-73,938919","4,338952","ACTIVA",,
"4933","PERSONERIA DE ANGELOPOLIS","890981493","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","36","ANGELÓPOLIS","5","ANTIOQUIA","{""tipoVia"":{""id"":338,""sigla"":""CARRERA"",""descripcion"":""CARRERA""},""numero"":""10"",""bis"":false,""segundoNumero"":""9"",""tercerNumero"":""14"",""complemento"":"""",""direccionGenerada"":"" CARRERA 10 - 9 14""}",,,,"http://www.personeria-angelopolis.gov.co/","-75,71057","6,11183","ACTIVA",,
"5025","PERSONERIA DE CHINACOTA","890503106","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","172","CHINÁCOTA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Carrera 4 No. 4-15 Palacio Municipal-Barrio El Centro "",""direccionGenerada"":""Carrera 4 No. 4-15 Palacio Municipal-Barrio El Centro""}",,,"5864150","http://www.chinacota-nortedesantander.gov.co","-72,60247","7,600193","ACTIVA",,
"5065","PERSONERIA DE DAGUA","800100514","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","233","DAGUA","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Carrera 10 N° 9-30 "",""direccionGenerada"":""Carrera 10 N° 9-30""}",,,"8892482","http://www.dagua-valle.gov.co","-76,690846","3,658519","ACTIVA",,
"5177","PERSONERIA DE CUMARAL","822000994","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","226","CUMARAL","50","META","{""bis"":false,""complemento"":""Carrera 18a # 14 - 02 Villa Olimpica Cumaral-Meta "",""direccionGenerada"":""Carrera 18a # 14 - 02 Villa Olimpica Cumaral-Meta""}",,,"6870263","http://www.cumaral-meta.gov.co","-73,488052","4,271262","ACTIVA",,
"5036","PERSONERIA DE CICUCO","800254481","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","188","CICUCO","13","BOLÍVAR","{""bis"":false,""complemento"":""centro administrativo de la personeria municipal (sector oriental) "",""direccionGenerada"":""centro administrativo de la personeria municipal (sector oriental)""}",,,"3116853496","http://www.cicuco-bolivar.gov.co","-74,64532","9,27682","ACTIVA",,
"5040","PERSONERIA DE CLEMENCIA","806000701","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","222","CLEMENCIA","13","BOLÍVAR","{""bis"":false,""complemento"":""plaza principal - palacio municipal "",""direccionGenerada"":""plaza principal - palacio municipal""}",,,"3103671521","http://www.clemencia-bolivar.gov.co","-75,325741","10,568962","ACTIVA",,
"5099","PERSONERIA DE BARBACOAS","800099061","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","79","BARBACOAS","52","NARIÑO","{""bis"":false,""complemento"":""Palacio Municipal-Barbacoas "",""direccionGenerada"":""Palacio Municipal-Barbacoas""}",,,"7468214","http://www.barbacoas-narino.gov.co","-78,14099","1,67155","ACTIVA",,
"5261","PERSONERIA DE GUICAN","800099202","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","332","GÜICÁN DE LA SIERRA","15","BOYACÁ","{""bis"":false,""complemento"":""PERSONERIA GUICAN DE LA SIERRA - BOYACA "",""direccionGenerada"":""PERSONERIA GUICAN DE LA SIERRA - BOYACA""}",,,"3203338527","http://www.guican-boyaca.gov.co","-72,412077","6,463042","ACTIVA",,
"5264","PERSONERIA DE IBAGUE","809000749","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","1","IBAGUÉ","73","TOLIMA","{""bis"":false,""complemento"":""cra 4a No. 41bis-81 Barrio Metaima II"",""direccionGenerada"":""Calle 9 No. 2-59 oficina 117""}",,,"2613222","www.personeriaibague.gov.co","-75,242438","4,444676","ACTIVA",,
"5102","PERSONERIA DE BARRANCABERMEJA","829001855","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","81","BARRANCABERMEJA","68","SANTANDER","{""bis"":false,""complemento"":""Calle 52 # 10 -12 Barrancabermeja "",""direccionGenerada"":""Calle 52 # 10 -12 Barrancabermeja""}",,,"6213765","http://www.personeriabarrancabermeja.gov.co","-73,851932","7,061708","ACTIVA",,
"5865","PERSONERIA DE RIO VIEJO","890481447","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","600","RÍO VIEJO","13","BOLÍVAR","{""bis"":false,""complemento"":""Calle 1ra San Pedro - Plaza Principal - Palacio Municipal - Rio Viejo - Bolivar. "",""direccionGenerada"":""Calle 1ra San Pedro - Plaza Principal - Palacio Municipal - Rio Viejo - Bolivar.""}",,,"3102736565","http://www.rioviejo-bolivar.gov.co","-73,840258","8,588397","ACTIVA",,
"5006","PERSONERIA DE CARACOLI","890981107","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","142","CARACOLÍ","5","ANTIOQUIA","{""bis"":false,""complemento"":""Carrera 21 No.20B-05 "",""direccionGenerada"":""Carrera 21 No.20B-05""}",,,"8336026","www.caracoli-antioquia.gov.co","-74,757618","6,408749","ACTIVA",,
"5579","PERSONERIA DE EL DORADO","822000908","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","270","EL DORADO","50","META","{""bis"":false,""complemento"":""Carrera 5 No. 6-25 Palacio Municipal "",""direccionGenerada"":""Carrera 5 No. 6-25 Palacio Municipal""}",,,"3102219419","http://www.personeria-eldorado.gov.co","-73,835273","3,739069","ACTIVA",,
"5192","PERSONERIA DE EL PEÑOL","890980917","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","541","PEÑOL","5","ANTIOQUIA","{""tipoVia"":{""id"":338,""sigla"":""CARRERA"",""descripcion"":""CARRERA""},""numero"":""18"",""bis"":false,""segundoNumero"":""02"",""tercerNumero"":""91"",""complemento"":""PALACIO MUNICIPAL"",""direccionGenerada"":"" CARRERA 18 - 02 91 PALACIO MUNICIPAL""}",,,"8515855","http://www.personeria-elpenol.gov.co/","-75,243531","6,219966","ACTIVA",,
"2687","CONTRALORIA MUNICIPAL DE MONTERIA","800193244","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","1","MONTERÍA","23","CÓRDOBA","{""bis"":false,""complemento"":""Calle 29 No.2-43 Piso 3 Edificio Morindó "",""direccionGenerada"":""Calle 29 No.2-43 Piso 3 Edificio Morindó""}",,,"7920212","http://www.contraloriamonteria.gov.co","-75,878535","8,750983","ACTIVA",,
"2664","CONTRALORIA MUNICIPAL DE BELLO","811040805","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","88","BELLO","5","ANTIOQUIA","{""bis"":""false"",""complemento"":""Carrera 50 51 00"",""direccionGenerada"":""Carrera 50 51 00""}",,,"(094) 4566031 - 2720588 ext 101-114-112","http://www.contraloriabello.gov.co","-75,559589","6,336729","ACTIVA",,
"2690","CONTRALORIA MUNICIPAL DE PASTO","800156682","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","1","PASTO","52","NARIÑO","{""numero"":""25"",""bis"":false,""segundoNumero"":""18"",""tercerNumero"":""93"",""complemento"":""CARRERA 25 N  # 18 93 Piso 2 "",""direccionGenerada"":""CARRERA 25 N 18  93 Piso 2""}",,,"7304756","http://www.contraloria-pasto-narino.gov.co","-77,285787","1,205884","ACTIVA",,
"2695","CONTRALORIA MUNICIPAL DE TUNJA BOYACA","800107701","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","1","TUNJA","15","BOYACÁ","{""bis"":false,""complemento"":""Carrera 10 No. 15-76 "",""direccionGenerada"":""Carrera 10 No. 15-76""}",,,"7441843","http://contraloriatunja.gov.co","-73,357557","5,544642","ACTIVA",,
"2686","CONTRALORIA MUNICIPAL DE ITAGÜI","811036609","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","360","ITAGÜÍ","5","ANTIOQUIA","{""bis"":false,""complemento"":""Carrera 51 No.51-55 Piso 6 CAMI "",""direccionGenerada"":""Carrera 51 No.51-55 Piso 6 CAMI""}",,,"3737676","http://www.contraloriadeitagui.gov.co","-75,614671","6,167568","ACTIVA",,
"2679","CONTRALORIA MUNICIPAL DE YUMBO","800190982","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","892","YUMBO","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Calle 6 No. 4-33 Edificio Yumbo Centro Empresarial 4to Piso  "",""direccionGenerada"":""Calle 6 No. 4-33 Edificio Yumbo Centro Empresarial 4to Piso""}",,,"6955696","www.contraloriayumbo-valle.gov.co","-76,495026","3,545337","ACTIVA",,
"2691","CONTRALORIA MUNICIPAL DE PEREIRA","800182573","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","CONTRALORÍA MUNICIPAL","NO APLICA","1","PEREIRA","66","RISARALDA","{""bis"":false,""complemento"":""CRA 7 18-55 PISO 7 PALACIO MUNICIPAL  "",""direccionGenerada"":""CRA 7 18-55 PISO 7 PALACIO MUNICIPAL""}",,,"3248278","http://www.contraloriapereira.gov.co","-75,690601","4,808717","ACTIVA",,
"429","ALCALDIA DE MOGOTES","890205632","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","464","MOGOTES","68","SANTANDER","{""bis"":false,""complemento"":""Calle 5 No. 7 -29   "",""direccionGenerada"":""Calle 5 No. 7 -29""}",,,"3102826828","http://www.mogotes-santander.gov.co","-72,970517","6,474867","ACTIVA",,
