codigo_dane,nombre,departamento,nombre_normalizado
73504,ORTEGA,TOLIMA,ORTEGA
73520,PALOCABILDO,TOLIMA,PALOCABILDO
73547,PIEDRAS,TOLIMA,PIEDRAS
73555,PLANADAS,TOLIMA,PLANADAS
73563,PRADO,TOLIMA,PRADO
73585,PURIFICACIÓN,TOLIMA,PURIFICACION
73616,RIOBLANCO,TOLIMA,RIOBLANCO
73622,RONCESVALLES,TOLIMA,RONCESVALLES
73624,ROVIRA,TOLIMA,ROVIRA
73671,SALDAÑA,TOLIMA,SALDANA
73675,SAN ANTONIO,TOLIMA,SAN ANTONIO
73678,SAN LUIS,TOLIMA,SAN LUIS
73686,SANTA ISABEL,TOLIMA,SANTA ISABEL
73770,SUÁREZ,TOLIMA,SUAREZ
73854,VALLE DE SAN JUAN,TOLIMA,VALLE DE SAN JUAN
73861,VENADILLO,TOLIMA,VENADILLO
73870,VILLAHERMOSA,TOLIMA,VILLAHERMOSA
73873,VILLARRICA,TOLIMA,VILLARRICA
76001,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTIAGO DE CALI
76020,ALCALÁ,VALLE DEL CAUCA,ALCALA
76036,ANDALUCÍA,VALLE DEL CAUCA,ANDALUCIA
76041,ANSERMANUEVO,VALLE DEL CAUCA,ANSERMANUEVO
76054,ARGELIA,VALLE DEL CAUCA,ARGELIA
76100,BOLÍVAR,VALLE DEL CAUCA,BOLIVAR
76109,BUENAVENTURA,VALLE DEL CAUCA,BUENAVENTURA
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,GUADALAJARA DE BUGA
76113,BUGALAGRANDE,VALLE DEL CAUCA,BUGALAGRANDE
76122,CAICEDONIA,VALLE DEL CAUCA,CAICEDONIA
76126,CALIMA,VALLE DEL CAUCA,CALIMA
76130,CANDELARIA,VALLE DEL CAUCA,CANDELARIA
76147,CARTAGO,VALLE DEL CAUCA,CARTAGO
76233,DAGUA,VALLE DEL CAUCA,DAGUA
76243,EL ÁGUILA,VALLE DEL CAUCA,EL AGUILA
76246,EL CAIRO,VALLE DEL CAUCA,EL CAIRO
76248,EL CERRITO,VALLE DEL CAUCA,EL CERRITO
76250,EL DOVIO,VALLE DEL CAUCA,EL DOVIO
76275,FLORIDA,VALLE DEL CAUCA,FLORIDA
76306,GINEBRA,VALLE DEL CAUCA,GINEBRA
76318,GUACARÍ,VALLE DEL CAUCA,GUACARI
76364,JAMUNDÍ,VALLE DEL CAUCA,JAMUNDI
76377,LA CUMBRE,VALLE DEL CAUCA,LA CUMBRE
76400,LA UNIÓN,VALLE DEL CAUCA,LA UNION
76403,LA VICTORIA,VALLE DEL CAUCA,LA VICTORIA
76497,OBANDO,VALLE DEL CAUCA,OBANDO
76520,PALMIRA,VALLE DEL CAUCA,PALMIRA
76563,PRADERA,VALLE DEL CAUCA,PRADERA
76606,RESTREPO,VALLE DEL CAUCA,RESTREPO
76616,RIOFRÍO,VALLE DEL CAUCA,RIOFRIO
76622,ROLDANILLO,VALLE DEL CAUCA,ROLDANILLO
76670,SAN PEDRO,VALLE DEL CAUCA,SAN PEDRO
76736,SEVILLA,VALLE DEL CAUCA,SEVILLA
76823,TORO,VALLE DEL CAUCA,TORO
76828,TRUJILLO,VALLE DEL CAUCA,TRUJILLO
76834,TULUÁ,VALLE DEL CAUCA,TULUA
76845,ULLOA,VALLE DEL CAUCA,ULLOA
76863,VERSALLES,VALLE DEL CAUCA,VERSALLES
76869,VIJES,VALLE DEL CAUCA,VIJES
76890,YOTOCO,VALLE DEL CAUCA,YOTOCO
76892,YUMBO,VALLE DEL CAUCA,YUMBO
76895,ZARZAL,VALLE DEL CAUCA,ZARZAL
81001,ARAUCA,ARAUCA,ARAUCA
81065,ARAUQUITA,ARAUCA,ARAUQUITA
81220,CRAVO NORTE,ARAUCA,CRAVO NORTE
81300,FORTUL,ARAUCA,FORTUL
81591,PUERTO RONDÓN,ARAUCA,PUERTO RONDON
81736,SARAVENA,ARAUCA,SARAVENA
81794,TAME,ARAUCA,TAME
85001,YOPAL,CASANARE,YOPAL
85010,AGUAZUL,CASANARE,AGUAZUL
85015,CHÁMEZA,CASANARE,CHAMEZA
85125,HATO COROZAL,CASANARE,HATO COROZAL
85136,LA SALINA,CASANARE,LA SALINA
85139,MANÍ,CASANARE,MANI
85162,MONTERREY,CASANARE,MONTERREY
85225,NUNCHÍA,CASANARE,NUNCHIA
85230,OROCUÉ,CASANARE,OROCUE
85250,PAZ DE ARIPORO,CASANARE,PAZ DE ARIPORO
85263,PORE,CASANARE,PORE
85279,RECETOR,CASANARE,RECETOR
85300,SABANALARGA,CASANARE,SABANALARGA
85315,SÁCAMA,CASANARE,SACAMA
85325,SAN LUIS DE PALENQUE,CASANARE,SAN LUIS DE PALENQUE
85400,TÁMARA,CASANARE,TAMARA
85410,TAURAMENA,CASANARE,TAURAMENA
85430,TRINIDAD,CASANARE,TRINIDAD
85440,VILLANUEVA,CASANARE,VILLANUEVA
86001,MOCOA,PUTUMAYO,MOCOA
86219,COLÓN,PUTUMAYO,COLON
86320,ORITO,PUTUMAYO,ORITO
86568,PUERTO ASÍS,PUTUMAYO,PUERTO ASIS
86569,PUERTO CAICEDO,PUTUMAYO,PUERTO CAICEDO
86571,PUERTO GUZMÁN,PUTUMAYO,PUERTO GUZMAN
86573,PUERTO LEGUÍZAMO,PUTUMAYO,PUERTO LEGUIZAMO
86749,SIBUNDOY,PUTUMAYO,SIBUNDOY
86755,SAN FRANCISCO,PUTUMAYO,SAN FRANCISCO
86757,SAN MIGUEL,PUTUMAYO,SAN MIGUEL
86760,SANTIAGO,PUTUMAYO,SANTIAGO
86865,VALLE DEL GUAMUEZ,PUTUMAYO,VALLE DEL GUAMUEZ
86885,VILLAGARZÓN,PUTUMAYO,VILLAGARZON
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES
88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA
91001,LETICIA,AMAZONAS,LETICIA
91540,PUERTO NARIÑO,AMAZONAS,PUERTO NARINO
94001,INÍRIDA,GUAINÍA,INIRIDA
94343,BARRANCOMINAS,GUAINÍA,BARRANCOMINAS
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,SAN JOSE DEL GUAVIARE
95015,CALAMAR,GUAVIARE,CALAMAR
95025,EL RETORNO,GUAVIARE,EL RETORNO
95200,MIRAFLORES,GUAVIARE,MIRAFLORES
97001,MITÚ,VAUPÉS,MITU
97161,CARURÚ,VAUPÉS,CARURU
97666,TARAIRA,VAUPÉS,TARAIRA
99001,PUERTO CARREÑO,VICHADA,PUERTO CARRENO
99524,LA PRIMAVERA,VICHADA,LA PRIMAVERA
99624,SANTA ROSALÍA,VICHADA,SANTA ROSALIA
99773,CUMARIBO,VICHADA,CUMARIBO
